OFFENSE,WARD,LATITUDE,LONGITUDE
THEFT F/AUTO,8,38.8622527489,-76.9931812237
THEFT/OTHER,5,38.9534196399,-77.0014873284
MOTOR VEHICLE THEFT,7,38.8687219502,-76.9689710543
ASSAULT W/DANGEROUS WEAPON,4,38.9600855734,-76.9984684576
THEFT F/AUTO,1,38.9215953471,-77.0270364945
THEFT/OTHER,2,38.9148335127,-77.0401963318
THEFT/OTHER,5,38.9059836978,-76.9908538021
THEFT/OTHER,6,38.873808177,-77.0090828481
THEFT/OTHER,6,38.9060439932,-77.0058844882
THEFT/OTHER,8,38.8576518527,-76.9967797818
THEFT/OTHER,1,38.9159166696,-77.0219119142
THEFT/OTHER,2,38.909640297,-77.0176112336
THEFT/OTHER,2,38.9018046592,-77.0249959451
THEFT/OTHER,6,38.8981203036,-76.9855036794
THEFT/OTHER,6,38.8977435309,-76.9892783128
THEFT/OTHER,6,38.8920147845,-77.0013064591
THEFT/OTHER,1,38.9211272693,-77.0462906448
THEFT/OTHER,2,38.9084774459,-77.0400858707
ROBBERY,8,38.8517078145,-76.9837440154
MOTOR VEHICLE THEFT,7,38.8741198069,-76.972066947
THEFT/OTHER,2,38.9076895776,-77.070976366
THEFT F/AUTO,2,38.9055730549,-77.065600548
THEFT/OTHER,1,38.9358840261,-77.0364500776
THEFT/OTHER,1,38.9168244945,-77.0166651666
THEFT F/AUTO,5,38.9222166046,-76.9931402028
THEFT/OTHER,6,38.8970267143,-76.9961679579
THEFT/OTHER,6,38.8903646646,-76.9836477379
THEFT F/AUTO,2,38.9067828355,-77.066943209
THEFT F/AUTO,7,38.8961123747,-76.978681844
THEFT/OTHER,5,38.9169967208,-77.0140200091
THEFT F/AUTO,5,38.9458442168,-76.9783999229
THEFT/OTHER,6,38.8847301328,-76.9860290143
THEFT F/AUTO,2,38.9068397202,-77.0161744527
THEFT/OTHER,1,38.9193166641,-77.0229516998
THEFT/OTHER,6,38.9013252888,-77.0013069755
THEFT/OTHER,6,38.9037338029,-77.0175499408
THEFT F/AUTO,5,38.9201997676,-76.9880095897
THEFT/OTHER,6,38.895454726,-77.0005747591
THEFT/OTHER,7,38.8600550644,-76.9675340373
THEFT/OTHER,5,38.907539879,-77.001404167
ASSAULT W/DANGEROUS WEAPON,1,38.9158531606,-77.0209300508
ROBBERY,2,38.9111211383,-77.0178748289
ASSAULT W/DANGEROUS WEAPON,7,38.8744754585,-76.9728303927
ASSAULT W/DANGEROUS WEAPON,1,38.93161622,-77.02360187
THEFT F/AUTO,2,38.8973438155,-77.024969021
THEFT F/AUTO,1,38.9148300665,-77.0229435682
MOTOR VEHICLE THEFT,5,38.9068985547,-76.9884685016
THEFT F/AUTO,4,38.9598183524,-76.9967163227
BURGLARY,7,38.9027869314,-76.9361111359
THEFT/OTHER,2,38.9052578743,-77.0523520019
ASSAULT W/DANGEROUS WEAPON,8,38.8698192116,-76.9780478495
ASSAULT W/DANGEROUS WEAPON,7,38.8892678734,-76.9534548898
THEFT F/AUTO,2,38.9021000122,-77.022952155
ROBBERY,6,38.9013231164,-76.9931991623
THEFT/OTHER,2,38.8973427196,-77.0209167811
THEFT F/AUTO,5,38.9163569991,-76.9776244109
THEFT F/AUTO,2,38.9060563317,-77.0434476851
THEFT F/AUTO,7,38.8699555387,-76.941516052
MOTOR VEHICLE THEFT,7,38.8992763738,-76.9354963752
THEFT/OTHER,7,38.8911251955,-76.9385860009
ASSAULT W/DANGEROUS WEAPON,8,38.8438842047,-76.9789192984
MOTOR VEHICLE THEFT,6,38.8764612141,-77.0187454578
ROBBERY,7,38.8947760114,-76.9814867321
THEFT F/AUTO,1,38.9175538183,-77.0259910581
ASSAULT W/DANGEROUS WEAPON,6,38.9002038516,-76.9955641693
BURGLARY,7,38.8885393999,-76.9287864474
THEFT/OTHER,8,38.8416472905,-76.9872813232
BURGLARY,5,38.9222166046,-76.9931402028
ROBBERY,8,38.8552029073,-76.9897309123
THEFT/OTHER,3,38.9265749707,-77.0520486635
THEFT/OTHER,3,38.9285651686,-77.0544412144
THEFT/OTHER,1,38.922254818,-77.0389437803
THEFT/OTHER,5,38.9042045516,-76.9908923061
THEFT/OTHER,6,38.9053660251,-76.9963229216
THEFT/OTHER,1,38.9191825305,-77.0307855567
THEFT/OTHER,1,38.93161622,-77.02360187
THEFT/OTHER,2,38.910017227,-77.0319531449
THEFT/OTHER,3,38.9431541919,-77.0617125934
THEFT/OTHER,6,38.8812735997,-76.9989813493
THEFT F/AUTO,7,38.8718968888,-76.9709358673
THEFT/OTHER,2,38.9038980119,-77.060131462
THEFT/OTHER,6,38.8941813179,-76.993754304
THEFT F/AUTO,6,38.9031222915,-77.0090637467
THEFT F/AUTO,4,38.9612668496,-77.0042284838
THEFT/OTHER,7,38.8999764193,-76.9824602061
THEFT/OTHER,8,38.8512617456,-76.9656042352
ASSAULT W/DANGEROUS WEAPON,7,38.8741198069,-76.972066947
THEFT/OTHER,1,38.9334670206,-77.0297253272
MOTOR VEHICLE THEFT,7,38.8947695923,-76.9585134385
THEFT/OTHER,1,38.922254818,-77.0389437803
THEFT F/AUTO,1,38.9222917098,-77.0253421609
THEFT/OTHER,8,38.835153937,-77.0048200518
ROBBERY,1,38.9328240152,-77.0327323041
MOTOR VEHICLE THEFT,7,38.8961140235,-76.9798505081
THEFT/OTHER,5,38.937779168,-76.9904250303
THEFT/OTHER,3,38.9503734019,-77.0805590756
THEFT F/AUTO,1,38.9148298612,-77.0239670234
THEFT F/AUTO,3,38.9553618526,-77.0700218345
ROBBERY,4,38.9577954916,-77.0016979799
THEFT/OTHER,3,38.923379038,-77.0543385414
THEFT F/AUTO,1,38.9162802028,-77.0239665883
ROBBERY,2,38.9038698123,-77.0199020838
MOTOR VEHICLE THEFT,6,38.9002074169,-77.0106188799
THEFT/OTHER,6,38.8819958778,-76.9949767181
THEFT F/AUTO,7,38.8961094141,-76.9732240038
THEFT/OTHER,5,38.9500445574,-76.996479933
THEFT/OTHER,4,38.975288865,-77.0190496939
THEFT/OTHER,4,38.9643601043,-77.0233294408
THEFT/OTHER,6,38.9007593761,-77.0131109228
THEFT/OTHER,6,38.8956770977,-76.9943564846
THEFT/OTHER,1,38.9217051624,-77.043451684
THEFT/OTHER,1,38.930778947,-77.0199541127
THEFT/OTHER,7,38.8881317159,-76.9807645934
THEFT/OTHER,6,38.8972039407,-77.0083879302
THEFT F/AUTO,1,38.9162852319,-77.0280813651
THEFT F/AUTO,1,38.9236759775,-77.0442402913
THEFT/OTHER,6,38.902520725,-77.0209124198
THEFT/OTHER,7,38.8600550644,-76.9675340373
ROBBERY,5,38.9010907257,-76.9862972651
THEFT F/AUTO,6,38.8788444223,-77.0058801803
BURGLARY,2,38.9152000693,-77.0345392552
ROBBERY,5,38.9255826433,-76.9973092771
THEFT/OTHER,8,38.8617334099,-76.9814903344
THEFT F/AUTO,5,38.9098515103,-76.9986005147
THEFT F/AUTO,1,38.9299369878,-77.024873869
THEFT/OTHER,3,38.9259479316,-77.0558856085
THEFT/OTHER,6,38.9025202624,-77.0194173908
THEFT F/AUTO,5,38.9320429051,-76.9909612951
THEFT/OTHER,2,38.9054380874,-77.0323418139
MOTOR VEHICLE THEFT,6,38.9060439932,-77.0058844882
THEFT F/AUTO,7,38.8997426876,-76.9258890481
MOTOR VEHICLE THEFT,2,38.9043119489,-77.061166529
ROBBERY,5,38.9215847053,-76.9937555941
THEFT F/AUTO,6,38.8770054198,-77.0058743296
THEFT F/AUTO,5,38.9153958594,-76.9820919291
THEFT/OTHER,5,38.9219330924,-76.9819582491
THEFT F/AUTO,5,38.9071829657,-76.9983926928
ASSAULT W/DANGEROUS WEAPON,8,38.8300809364,-76.999534284
ROBBERY,1,38.9158490634,-77.0179423157
THEFT/OTHER,2,38.9093648355,-77.0441466713
THEFT/OTHER,2,38.9159286783,-77.0319536026
THEFT F/AUTO,6,38.8989116794,-77.0013078535
THEFT/OTHER,2,38.9054661459,-77.0470620373
THEFT/OTHER,6,38.9002033642,-76.9973048161
THEFT F/AUTO,1,38.9348694723,-77.0240756033
THEFT F/AUTO,6,38.8838828674,-77.0245692132
THEFT/OTHER,1,38.9186100277,-77.035027754
THEFT/OTHER,1,38.922254818,-77.0389437803
THEFT/OTHER,5,38.9306306233,-76.9969876578
THEFT/OTHER,1,38.9314458935,-77.0400637222
THEFT/OTHER,2,38.9042091652,-77.0278036073
THEFT/OTHER,4,38.9392546144,-77.0232184529
THEFT F/AUTO,4,38.9728210782,-77.0137865754
THEFT/OTHER,2,38.9072421115,-77.0288555757
THEFT/OTHER,6,38.8920180311,-76.9953197316
THEFT F/AUTO,3,38.9630942947,-77.0729341088
THEFT/OTHER,1,38.9155717108,-77.0234569234
THEFT/OTHER,2,38.912237953,-77.0434338096
THEFT/OTHER,7,38.8947776683,-76.9755996202
MOTOR VEHICLE THEFT,1,38.9175550432,-77.0319511026
THEFT F/AUTO,2,38.9037423825,-77.0477654249
THEFT/OTHER,2,38.9092425999,-77.0319517602
THEFT F/AUTO,8,38.8654787734,-76.9855105978
THEFT F/AUTO,3,38.9408803392,-77.0757712082
THEFT/OTHER,2,38.9004801723,-77.0288534169
THEFT F/AUTO,4,38.9523263435,-77.0118719106
THEFT/OTHER,1,38.9251495101,-77.0387979789
MOTOR VEHICLE THEFT,7,38.8977598792,-76.9258856077
THEFT F/AUTO,7,38.8918909182,-76.9414128252
THEFT/OTHER,4,38.971603823,-77.0127491448
THEFT F/AUTO,5,38.9250508219,-77.0005703847
THEFT/OTHER,1,38.9175546852,-77.0280844018
MOTOR VEHICLE THEFT,6,38.8995495811,-77.0144073834
THEFT/OTHER,8,38.8319880346,-76.9969593009
THEFT/OTHER,8,38.8609432617,-76.9690716897
THEFT/OTHER,7,38.8892369175,-76.9807652302
THEFT/OTHER,4,38.9748378665,-77.014324859
THEFT/OTHER,6,38.881856785,-76.9892727409
THEFT F/AUTO,2,38.909356786,-77.056367925
THEFT/OTHER,2,38.8952349608,-77.0288635145
BURGLARY,2,38.8995734178,-77.0521587689
THEFT/OTHER,8,38.8368603507,-77.0069028318
THEFT F/AUTO,7,38.902664141,-76.9219006881
THEFT F/AUTO,3,38.9537096047,-77.0631339617
THEFT F/AUTO,1,38.9162861088,-77.0270372492
THEFT F/AUTO,7,38.9066615961,-76.9528191142
THEFT/OTHER,2,38.9096451254,-77.0234553202
MOTOR VEHICLE THEFT,3,38.9215117092,-77.0722843227
HOMICIDE,8,38.8539607741,-76.9847121853
MOTOR VEHICLE THEFT,1,38.9238698908,-77.0408755892
HOMICIDE,5,38.9096810032,-76.9835451911
ROBBERY,1,38.9213967674,-77.0447514593
THEFT F/AUTO,1,38.9202861341,-77.0308102492
THEFT/OTHER,4,38.9466594034,-77.0327259674
MOTOR VEHICLE THEFT,8,38.8450891148,-77.0015508452
THEFT F/AUTO,1,38.9169964065,-77.0246344704
THEFT/OTHER,8,38.8216256757,-77.0110811748
THEFT/OTHER,8,38.8770044023,-77.004353141
THEFT/OTHER,1,38.922254818,-77.0389437803
THEFT/OTHER,8,38.8256456454,-77.0125791335
ROBBERY,1,38.9238698908,-77.0408755892
THEFT/OTHER,6,38.9002045591,-77.0013046493
THEFT/OTHER,5,38.9201570109,-76.9903059701
ROBBERY,8,38.8260534169,-77.010642982
ROBBERY,2,38.914089074,-77.0249785732
THEFT F/AUTO,2,38.9037391866,-77.0542593647
THEFT F/AUTO,5,38.9272628922,-76.9799230111
THEFT F/AUTO,2,38.9072169383,-77.063241423
THEFT/OTHER,2,38.9093648355,-77.0441466713
BURGLARY,1,38.9163296501,-77.0173978354
THEFT F/AUTO,2,38.9125860494,-77.0741891796
THEFT/OTHER,6,38.9025151292,-77.0101505859
THEFT/OTHER,5,38.9201570109,-76.9903059701
THEFT F/AUTO,8,38.8520388259,-76.9886679121
THEFT/OTHER,1,38.9318434576,-77.0297104643
THEFT/OTHER,1,38.9162858624,-77.0257344964
THEFT F/AUTO,1,38.9198413409,-77.0296181714
THEFT/OTHER,1,38.9248240867,-77.0263471701
THEFT/OTHER,2,38.9118666217,-77.0399189747
THEFT/OTHER,3,38.9095028047,-77.0880163489
THEFT/OTHER,2,38.9148335127,-77.0401963318
THEFT/OTHER,5,38.9285719008,-76.9992856576
THEFT F/AUTO,7,38.89477723,-76.9767381565
THEFT/OTHER,2,38.904974989,-77.0280808323
THEFT/OTHER,6,38.9013238548,-77.0000434621
THEFT F/AUTO,2,38.8983113663,-77.0307877317
ROBBERY,7,38.8836271895,-76.9538408844
THEFT/OTHER,8,38.8463660701,-76.9911867518
ROBBERY,7,38.8986142204,-76.974824299
THEFT/OTHER,7,38.8971520371,-76.9170914895
THEFT/OTHER,1,38.9218867805,-77.0401489912
MOTOR VEHICLE THEFT,6,38.906841232,-77.0058854763
THEFT/OTHER,7,38.89906331,-76.9408941838
MOTOR VEHICLE THEFT,5,38.9245190305,-77.0084012915
THEFT/OTHER,8,38.8204663823,-77.0103694717
MOTOR VEHICLE THEFT,1,38.9308014266,-77.0373827045
THEFT F/AUTO,8,38.8578788663,-76.9690703676
THEFT/OTHER,2,38.9147760341,-77.0198992467
MOTOR VEHICLE THEFT,5,38.9442375347,-76.9864158607
ROBBERY,5,38.9001951036,-76.9757043821
THEFT/OTHER,5,38.9187067412,-76.9625331153
THEFT/OTHER,2,38.9054380874,-77.0323418139
BURGLARY,6,38.9056465911,-77.0016689533
THEFT F/AUTO,8,38.8306484302,-76.9930831225
THEFT F/AUTO,1,38.9144544119,-77.0259887755
ASSAULT W/DANGEROUS WEAPON,8,38.8477819906,-76.9719071694
THEFT/OTHER,6,38.8954394637,-77.0161806288
THEFT/OTHER,6,38.9002033642,-76.9973048161
THEFT/OTHER,5,38.9222166046,-76.9931402028
ROBBERY,3,38.9437028811,-77.0632399911
MOTOR VEHICLE THEFT,2,38.8983177552,-77.0327995873
ASSAULT W/DANGEROUS WEAPON,5,38.9172864211,-76.9751125549
THEFT/OTHER,1,38.931840145,-77.038582486
THEFT/OTHER,6,38.8825456773,-76.9902425041
THEFT/OTHER,1,38.9166925833,-77.0180739801
THEFT/OTHER,4,38.938148387,-77.024583415
THEFT/OTHER,4,38.9705996564,-77.0224488184
ASSAULT W/DANGEROUS WEAPON,5,38.9201570109,-76.9903059701
MOTOR VEHICLE THEFT,7,38.8975144452,-76.9371807957
ROBBERY,5,38.9206830064,-77.0284596015
BURGLARY,8,38.8233473605,-76.9996116866
THEFT F/AUTO,5,38.9278835168,-76.9850049517
THEFT/OTHER,2,38.9155738614,-77.0400687581
THEFT/OTHER,6,38.9025157814,-77.0074758356
THEFT F/AUTO,8,38.8446866075,-76.9921887893
MOTOR VEHICLE THEFT,4,38.9373434803,-77.0327301113
ROBBERY,4,38.9467420507,-77.023575962
ROBBERY,4,38.9584808931,-77.0236479171
THEFT F/AUTO,1,38.923682323,-77.0212847673
ROBBERY,7,38.9039688291,-76.9472062055
THEFT/OTHER,2,38.900867162,-77.0249844341
THEFT/OTHER,5,38.9462183028,-77.0055502708
MOTOR VEHICLE THEFT,4,38.9715050817,-77.0110899404
ASSAULT W/DANGEROUS WEAPON,5,38.9004550436,-76.9831419854
THEFT F/AUTO,4,38.9540867754,-77.0315614929
THEFT/OTHER,5,38.9222166046,-76.9931402028
ASSAULT W/DANGEROUS WEAPON,8,38.8401103804,-76.9949946261
THEFT F/AUTO,5,38.9162645239,-77.0105964794
THEFT/OTHER,2,38.9106348066,-77.0425138993
THEFT/OTHER,6,38.8954551825,-77.0111885512
ROBBERY,5,38.9064122362,-76.9889050768
THEFT/OTHER,5,38.9201570109,-76.9903059701
THEFT F/AUTO,1,38.9244946329,-77.0225663473
THEFT/OTHER,4,38.958350774,-77.0324505095
THEFT F/AUTO,8,38.8280298728,-77.0005658093
ROBBERY,5,38.9227834663,-76.9913069259
THEFT/OTHER,5,38.9270627197,-76.9905618616
THEFT/OTHER,6,38.8792841371,-77.0066682759
MOTOR VEHICLE THEFT,8,38.8645871477,-76.9830613861
THEFT/OTHER,5,38.9201570109,-76.9903059701
THEFT/OTHER,1,38.9303437881,-77.0379923349
THEFT/OTHER,6,38.8826020123,-77.0047015489
THEFT F/AUTO,6,38.9025104399,-76.9908826078
THEFT/OTHER,8,38.8414296114,-76.9938163973
THEFT/OTHER,5,38.937779168,-76.9904250303
ROBBERY,6,38.8835512844,-76.9973181743
THEFT/OTHER,1,38.9261148231,-77.0258323787
THEFT F/AUTO,3,38.9296541051,-77.0616713849
THEFT F/AUTO,5,38.9270084456,-76.9924333725
THEFT/OTHER,4,38.9769444715,-77.0244610816
THEFT F/AUTO,6,38.8911936318,-76.9902459321
THEFT F/AUTO,5,38.9401475986,-76.9801628799
THEFT/OTHER,6,38.8903646646,-76.9836477379
THEFT F/AUTO,6,38.8868135891,-76.9915284239
THEFT/OTHER,6,38.9005234588,-77.0171896993
THEFT/OTHER,1,38.9272407428,-77.0271552295
THEFT F/AUTO,1,38.9224291118,-77.030857533
THEFT F/AUTO,7,38.8594192702,-76.9582448895
THEFT F/AUTO,2,38.9115232281,-77.0285238586
THEFT/OTHER,1,38.9192954347,-77.0448832121
THEFT/OTHER,1,38.922254818,-77.0389437803
THEFT/OTHER,7,38.8892369175,-76.9807652302
THEFT/OTHER,5,38.9550054646,-76.9999023962
THEFT F/AUTO,2,38.9126040496,-77.0181440855
THEFT/OTHER,6,38.8819999505,-76.9995119597
THEFT/OTHER,5,38.9166281407,-77.0090417095
THEFT/OTHER,2,38.9049029805,-77.019899951
THEFT/OTHER,6,38.884268369,-77.0000455192
THEFT/OTHER,6,38.8792841371,-77.0066682759
ASSAULT W/DANGEROUS WEAPON,8,38.8280298728,-77.0005658093
ROBBERY,8,38.8732371465,-76.977657593
BURGLARY,5,38.9318744209,-76.994971807
BURGLARY,5,38.900189168,-76.9732744651
THEFT F/AUTO,5,38.9242387947,-76.9979039234
THEFT F/AUTO,5,38.9255817913,-76.982346196
MOTOR VEHICLE THEFT,5,38.9037136883,-76.9795230188
ASSAULT W/DANGEROUS WEAPON,7,38.8961147409,-76.9814629837
THEFT F/AUTO,2,38.9025223186,-77.0275601574
MOTOR VEHICLE THEFT,7,38.8977598792,-76.9258856077
THEFT F/AUTO,2,38.9083815792,-77.0332543288
THEFT F/AUTO,7,38.8645299147,-76.9487186974
THEFT/OTHER,2,38.9013317717,-77.0328009732
THEFT F/AUTO,1,38.930778947,-77.0199541127
MOTOR VEHICLE THEFT,2,38.9092425999,-77.0319517602
THEFT/OTHER,5,38.9201570109,-76.9903059701
ROBBERY,8,38.8432784837,-76.9952906735
THEFT F/AUTO,8,38.8463660701,-76.9911867518
ROBBERY,7,38.9005209103,-76.9434529605
MOTOR VEHICLE THEFT,5,38.9345907902,-76.9681610993
THEFT F/AUTO,1,38.9230959354,-77.0297080884
THEFT/OTHER,8,38.8520388259,-76.9886679121
THEFT/OTHER,2,38.9156354632,-77.0207396148
BURGLARY,1,38.9148922642,-77.0186706936
THEFT/OTHER,4,38.9413416569,-77.0253783465
THEFT/OTHER,2,38.9031438349,-77.0396671484
THEFT/OTHER,1,38.9297403005,-77.0270628795
THEFT/OTHER,2,38.913350295,-77.0345481602
THEFT F/AUTO,2,38.9091691028,-77.0365254343
THEFT/OTHER,7,38.8956901724,-76.9728725382
THEFT/OTHER,1,38.9240076386,-77.0364890975
THEFT/OTHER,5,38.9169967208,-77.0140200091
THEFT/OTHER,6,38.8925481672,-76.9984499658
THEFT/OTHER,2,38.9008222833,-77.0569050876
THEFT F/AUTO,1,38.9325673709,-77.0346008373
THEFT/OTHER,1,38.9274255811,-77.0340792587
THEFT/OTHER,2,38.9106943729,-77.0434362133
THEFT/OTHER,6,38.9046823763,-76.9961633962
THEFT/OTHER,7,38.8926548131,-76.9798664702
THEFT/OTHER,5,38.914080723,-77.0106024967
THEFT/OTHER,2,38.9045490771,-77.0482123653
THEFT/OTHER,2,38.9118678088,-77.0332505351
THEFT/OTHER,5,38.910381172,-77.0161649942
THEFT/OTHER,3,38.9615367947,-77.0694872234
THEFT/OTHER,2,38.905643753,-77.0175528319
THEFT/OTHER,2,38.9126040496,-77.0181440855
MOTOR VEHICLE THEFT,7,38.8951402937,-76.9136690185
THEFT/OTHER,4,38.9619795615,-77.0279498335
THEFT/OTHER,5,38.9013776378,-76.9789929211
THEFT/OTHER,6,38.8792841371,-77.0066682759
THEFT/OTHER,1,38.92830459,-77.0212297518
MOTOR VEHICLE THEFT,1,38.9289570047,-77.0247279823
THEFT/OTHER,6,38.9019186579,-76.9949599691
THEFT F/AUTO,6,38.8903702951,-76.994966894
MOTOR VEHICLE THEFT,8,38.833209624,-76.9975018739
THEFT/OTHER,8,38.8770044023,-77.004353141
THEFT/OTHER,8,38.8250888702,-77.0014458463
MOTOR VEHICLE THEFT,1,38.9232611572,-77.022392747
THEFT/OTHER,2,38.9069941647,-77.037264042
THEFT/OTHER,5,38.907539879,-77.001404167
THEFT/OTHER,2,38.9064383765,-77.0628521974
THEFT/OTHER,6,38.8935716173,-76.9841009421
THEFT F/AUTO,1,38.916996806,-77.0265135526
THEFT/OTHER,6,38.9025130478,-77.0000404654
THEFT/OTHER,5,38.9100528057,-77.0073243167
HOMICIDE,7,38.9004962942,-76.9477740382
ROBBERY,8,38.8428272932,-76.9908684067
MOTOR VEHICLE THEFT,2,38.9144628474,-77.0416603851
MOTOR VEHICLE THEFT,3,38.927526009,-77.0622981889
MOTOR VEHICLE THEFT,2,38.8998107283,-77.0194205728
MOTOR VEHICLE THEFT,1,38.9161409594,-77.0229427215
ROBBERY,5,38.9372418894,-76.9873337022
ROBBERY,8,38.8435528696,-76.9950177685
ROBBERY,1,38.9205776768,-77.0429746299
ROBBERY,1,38.9148303703,-77.0249767573
THEFT F/AUTO,2,38.9060020792,-77.0611985306
MOTOR VEHICLE THEFT,6,38.880275773,-76.9949765956
HOMICIDE,1,38.9169997651,-77.0288524899
MOTOR VEHICLE THEFT,8,38.8584648442,-76.9900561524
THEFT/OTHER,2,38.9092425999,-77.0319517602
THEFT F/AUTO,2,38.9083815792,-77.0332543288
BURGLARY,6,38.9002022066,-76.993201229
THEFT F/AUTO,7,38.9078656424,-76.931662208
THEFT F/AUTO,1,38.9208485151,-77.0438155595
THEFT F/AUTO,2,38.9090995819,-77.0487969975
THEFT F/AUTO,4,38.946654085,-77.0297025634
THEFT F/AUTO,6,38.902520725,-77.0209124198
THEFT/OTHER,6,38.8963897322,-76.9836475096
THEFT/OTHER,3,38.9620771311,-77.0725666135
THEFT/OTHER,2,38.9096515756,-77.0332543444
THEFT F/AUTO,2,38.9049055925,-77.0219156797
THEFT/OTHER,6,38.9024817175,-76.9899576724
THEFT F/AUTO,3,38.91846071,-77.0700131624
BURGLARY,2,38.9064410427,-77.0259833194
THEFT F/AUTO,5,38.9197054918,-76.9771932398
MOTOR VEHICLE THEFT,2,38.9079076361,-77.0296239384
THEFT/OTHER,8,38.8566716829,-76.9861782528
THEFT F/AUTO,2,38.90475529,-77.039546414
THEFT F/AUTO,2,38.9038980119,-77.060131462
BURGLARY,5,38.9285852339,-77.0005681064
THEFT/OTHER,2,38.9050883689,-77.066935739
THEFT/OTHER,7,38.8600550644,-76.9675340373
THEFT F/AUTO,2,38.9025239882,-77.0288536671
ROBBERY,1,38.9321751466,-77.0327338515
THEFT F/AUTO,2,38.9008678723,-77.0209098602
MOTOR VEHICLE THEFT,7,38.9117478526,-76.9385917647
THEFT/OTHER,8,38.8558466728,-76.9955287309
THEFT/OTHER,8,38.8373020946,-76.990768211
ROBBERY,4,38.9683188818,-77.0348597117
THEFT F/AUTO,2,38.8961307352,-77.0209113536
THEFT/OTHER,1,38.9306002081,-77.0318135912
THEFT F/AUTO,5,38.9403216081,-76.9757052416
THEFT/OTHER,6,38.8769908456,-77.0106496527
THEFT F/AUTO,6,38.9018526117,-77.002803614
THEFT/OTHER,3,38.9487916125,-77.0787458915
THEFT F/AUTO,6,38.9079002528,-77.0074697128
ASSAULT W/DANGEROUS WEAPON,5,38.9247778266,-76.9967720223
ROBBERY,5,38.9198458716,-76.9528994141
ROBBERY,5,38.9073504697,-77.0090529647
THEFT F/AUTO,1,38.9144578168,-77.0239672442
ASSAULT W/DANGEROUS WEAPON,7,38.868542507,-76.9652872033
THEFT/OTHER,8,38.8541724053,-76.9884242906
THEFT F/AUTO,4,38.9659598762,-77.0042692637
THEFT F/AUTO,1,38.916997535,-77.0253136278
THEFT F/AUTO,2,38.912237953,-77.0434338096
MOTOR VEHICLE THEFT,8,38.8635345572,-76.9739720394
THEFT F/AUTO,5,38.93594577,-76.9924884793
THEFT/OTHER,1,38.9148309063,-77.0296227784
THEFT/OTHER,4,38.9647777375,-77.0038820705
THEFT F/AUTO,6,38.8882963614,-76.9883169405
THEFT F/AUTO,1,38.923682323,-77.0212847673
THEFT/OTHER,1,38.9323053744,-77.0283779705
THEFT F/AUTO,7,38.9106681632,-76.9343760873
THEFT/OTHER,2,38.9081572555,-77.071625136
THEFT F/AUTO,6,38.887593934,-76.9920860612
THEFT/OTHER,6,38.8927937022,-76.9892589997
THEFT/OTHER,2,38.900698828,-77.0494760323
THEFT/OTHER,2,38.9025939778,-77.0606244791
ASSAULT W/DANGEROUS WEAPON,7,38.8596194819,-76.9520472505
THEFT F/AUTO,6,38.884268369,-77.0000455192
THEFT/OTHER,8,38.8468326159,-76.9961396645
MOTOR VEHICLE THEFT,7,38.9107243936,-76.9333169958
THEFT/OTHER,5,38.9265601237,-76.9813745725
THEFT F/AUTO,6,38.8940930049,-77.0020365172
THEFT/OTHER,3,38.9304475926,-77.0728776493
THEFT F/AUTO,7,38.8680334374,-76.9594291977
MOTOR VEHICLE THEFT,6,38.8646221945,-77.0129270682
THEFT/OTHER,7,38.8835648545,-76.9228034138
THEFT/OTHER,4,38.9560995724,-77.0116116815
MOTOR VEHICLE THEFT,5,38.9345907902,-76.9681610993
ROBBERY,5,38.914818373,-76.9721612395
ROBBERY,8,38.8327340427,-76.9865272588
BURGLARY,4,38.9639913862,-77.0064100072
MOTOR VEHICLE THEFT,4,38.9373434803,-77.0327301113
THEFT/OTHER,5,38.9164774036,-76.9827155922
MOTOR VEHICLE THEFT,4,38.9655430254,-77.0276542224
THEFT/OTHER,7,38.8828539651,-76.9421036493
MOTOR VEHICLE THEFT,5,38.9196946234,-76.9787963353
MOTOR VEHICLE THEFT,5,38.9250480203,-76.9984461457
THEFT/OTHER,2,38.9153349803,-77.0444949033
THEFT/OTHER,5,38.9440869775,-77.004771586
THEFT/OTHER,3,38.9644508729,-77.0753099146
THEFT/OTHER,6,38.8981291895,-76.9973090445
THEFT/OTHER,1,38.9157233649,-77.0192758136
THEFT/OTHER,2,38.9096453312,-77.0254838649
THEFT F/AUTO,2,38.9014778676,-77.0239860552
THEFT/OTHER,6,38.9002045591,-77.0013046493
THEFT/OTHER,2,38.9159286783,-77.0319536026
THEFT/OTHER,2,38.9164236622,-77.0478518668
THEFT F/AUTO,2,38.9088113014,-77.0650901123
THEFT/OTHER,1,38.9247534971,-77.0309768591
THEFT F/AUTO,6,38.9056424003,-77.007474088
THEFT/OTHER,2,38.9036964278,-77.0668838214
THEFT F/AUTO,2,38.9155740736,-77.0437472858
THEFT F/AUTO,3,38.9448686362,-77.0639158491
THEFT F/AUTO,6,38.8927918028,-76.9926493295
THEFT/OTHER,6,38.8840218661,-76.9961789141
THEFT/OTHER,7,38.8700911875,-76.9700026155
THEFT/OTHER,5,38.9175548158,-77.0121519766
THEFT/OTHER,6,38.9007630979,-76.9937560334
THEFT/OTHER,2,38.9091038873,-77.0466365717
THEFT/OTHER,3,38.9252471599,-77.0788781144
THEFT/OTHER,2,38.9140897635,-77.0425454768
THEFT F/AUTO,2,38.9084886791,-77.0434382136
THEFT/OTHER,2,38.9045785436,-77.0627938363
