OFFENSE,WARD,LATITUDE,LONGITUDE
MOTOR VEHICLE THEFT,2,38.9131740155,-77.0641603681
THEFT/OTHER,5,38.9070678502,-76.985492061
THEFT/OTHER,5,38.9265601237,-76.9813745725
MOTOR VEHICLE THEFT,7,38.8986578254,-76.9827954181
THEFT F/AUTO,6,38.8802813797,-77.0151865019
THEFT F/AUTO,4,38.9655428472,-77.0211729964
THEFT/OTHER,4,38.9835015175,-77.0296834145
THEFT/OTHER,5,38.9070678502,-76.985492061
THEFT/OTHER,6,38.8964190101,-76.9961694891
THEFT/OTHER,5,38.9259731498,-76.9825943916
BURGLARY,1,38.9177624492,-77.0234458823
THEFT/OTHER,4,38.9386778427,-77.031216943
ROBBERY,5,38.9043680633,-76.9776043068
THEFT/OTHER,4,38.9680823234,-77.0274253467
THEFT F/AUTO,1,38.9193166641,-77.0229516998
THEFT/OTHER,7,38.8911251955,-76.9385860009
ROBBERY,8,38.8266163993,-76.9943596393
THEFT/OTHER,4,38.9508012785,-77.031563153
THEFT/OTHER,2,38.9147701825,-77.0542440039
THEFT/OTHER,5,38.9169972552,-77.0106664658
THEFT/OTHER,4,38.9406941912,-77.0349569381
THEFT/OTHER,8,38.8764742324,-76.9932172037
BURGLARY,8,38.8617334099,-76.9814903344
ROBBERY,5,38.902207721,-76.9820115427
ASSAULT W/DANGEROUS WEAPON,4,38.9574834362,-77.0211515654
ROBBERY,7,38.8971520371,-76.9170914895
THEFT F/AUTO,2,38.9072441999,-77.0507538756
THEFT/OTHER,1,38.9295168861,-77.0327298633
THEFT/OTHER,6,38.9019176819,-77.0121744448
THEFT/OTHER,2,38.9068359607,-77.0488059406
THEFT F/AUTO,6,38.8812893478,-77.0163757098
THEFT F/AUTO,7,38.8973114298,-76.9325546533
MOTOR VEHICLE THEFT,6,38.9002009211,-76.9892742544
THEFT/OTHER,1,38.9324249627,-77.0237155114
THEFT F/AUTO,1,38.9175583612,-77.02498786
THEFT F/AUTO,3,38.9473144061,-77.0653443342
THEFT/OTHER,2,38.9025259599,-77.0499774104
THEFT/OTHER,5,38.913946091,-77.0164587908
THEFT F/AUTO,8,38.8540837761,-76.9722143649
BURGLARY,1,38.934586379,-77.0255943919
THEFT/OTHER,7,38.8646548468,-76.9501409433
THEFT/OTHER,1,38.9175580346,-77.0365009032
THEFT/OTHER,4,38.9562519752,-77.0265998011
HOMICIDE,1,38.9366709208,-77.0327302639
MOTOR VEHICLE THEFT,6,38.9051637874,-77.0058848768
THEFT F/AUTO,1,38.9184572618,-77.0402912002
THEFT/OTHER,5,38.9065997579,-76.9860803791
ASSAULT W/DANGEROUS WEAPON,8,38.8456595779,-76.9727714366
THEFT/OTHER,4,38.937426216,-77.0350784062
THEFT F/AUTO,1,38.9175562877,-77.0296206817
ASSAULT W/DANGEROUS WEAPON,5,38.9140858678,-77.0131618006
THEFT F/AUTO,8,38.8314649558,-77.0083188214
ROBBERY,8,38.8624144572,-76.991793607
ROBBERY,1,38.9330096225,-77.0387961431
ROBBERY,8,38.8559362042,-76.974314137
SEX ABUSE,7,38.8875742629,-76.9520312427
THEFT F/AUTO,7,38.9005209103,-76.9434529605
ROBBERY,8,38.8633238064,-76.9890583383
MOTOR VEHICLE THEFT,2,38.9137215462,-77.0319535362
ASSAULT W/DANGEROUS WEAPON,1,38.925128521,-77.032279821
THEFT/OTHER,4,38.9513807239,-77.0255233581
THEFT F/AUTO,1,38.9175546852,-77.0280844018
THEFT/OTHER,4,38.9565875344,-77.0126313162
THEFT F/AUTO,2,38.8954649922,-77.0229625853
THEFT F/AUTO,4,38.969279362,-77.025737247
THEFT F/AUTO,6,38.9013247996,-76.9943579976
THEFT F/AUTO,5,38.9428664985,-76.9914325169
THEFT/OTHER,6,38.8788478901,-77.0198921662
MOTOR VEHICLE THEFT,8,38.8355839309,-77.002817597
THEFT/OTHER,2,38.8966708535,-77.0229543277
THEFT/OTHER,4,38.938148387,-77.024583415
THEFT/OTHER,6,38.9031272889,-77.0161741873
THEFT/OTHER,7,38.8933494806,-76.9469648801
THEFT/OTHER,1,38.9170000824,-77.0307861136
THEFT F/AUTO,1,38.9181127012,-77.0307864786
MOTOR VEHICLE THEFT,5,38.9116185024,-77.0121614575
THEFT/OTHER,2,38.9126071852,-77.0274644332
THEFT/OTHER,2,38.9025250187,-77.0425743177
ASSAULT W/DANGEROUS WEAPON,6,38.8752481128,-77.01217001
THEFT/OTHER,1,38.9274781547,-77.0245165376
THEFT/OTHER,8,38.8407944618,-76.9910453537
THEFT/OTHER,7,38.8951875539,-76.9363142035
ROBBERY,8,38.8324785022,-77.0082575523
THEFT F/AUTO,1,38.9338574658,-77.0329888259
ASSAULT W/DANGEROUS WEAPON,7,38.8761582209,-76.965334482
MOTOR VEHICLE THEFT,5,38.9209329952,-76.9971570051
MOTOR VEHICLE THEFT,6,38.9056424003,-77.007474088
THEFT F/AUTO,5,38.9227149145,-76.9942466373
SEX ABUSE,2,38.903960337,-77.054269563
THEFT F/AUTO,4,38.9399711906,-77.0171527258
THEFT F/AUTO,5,38.925579716,-76.9672825536
ROBBERY,5,38.9340977719,-76.977957819
ASSAULT W/DANGEROUS WEAPON,8,38.8325609582,-77.0089972649
ASSAULT W/DANGEROUS WEAPON,7,38.8879051568,-76.9367401941
THEFT/OTHER,3,38.9348242806,-77.0580805327
ASSAULT W/DANGEROUS WEAPON,8,38.8346699119,-77.0080901089
MOTOR VEHICLE THEFT,8,38.8464614878,-76.971636238
THEFT/OTHER,1,38.9238698908,-77.0408755892
THEFT/OTHER,2,38.9099274291,-77.0436069637
MOTOR VEHICLE THEFT,5,38.9094049494,-76.9975459006
THEFT/OTHER,5,38.9210808046,-76.9865633789
MOTOR VEHICLE THEFT,6,38.8992297246,-76.990240222
THEFT/OTHER,1,38.9354972411,-77.0241705089
MOTOR VEHICLE THEFT,5,38.9408780583,-77.0052478119
THEFT/OTHER,2,38.9088113014,-77.0650901123
THEFT/OTHER,5,38.9151931753,-77.0020291636
THEFT F/AUTO,7,38.8988010033,-76.975865442
THEFT F/AUTO,4,38.9482652787,-77.0376183143
THEFT F/AUTO,3,38.9600389131,-77.0837650779
THEFT F/AUTO,7,38.8941432256,-76.9836457191
THEFT F/AUTO,7,38.8941432256,-76.9836457191
BURGLARY,7,38.8945696766,-76.9115452473
THEFT F/AUTO,8,38.8477928159,-77.0044500848
THEFT/OTHER,2,38.9037926986,-77.0659833964
BURGLARY,5,38.9171883705,-76.9800714834
THEFT F/AUTO,6,38.8950891043,-76.9836470008
THEFT F/AUTO,5,38.9103807696,-77.0136724666
THEFT F/AUTO,8,38.8743343032,-77.0005367901
THEFT F/AUTO,4,38.9844770368,-77.0266059526
THEFT F/AUTO,4,38.9368308542,-77.0222312632
THEFT/OTHER,5,38.9340213208,-76.9911175566
THEFT/OTHER,5,38.9222166046,-76.9931402028
THEFT F/AUTO,5,38.9198458716,-76.9528994141
THEFT/OTHER,8,38.8300815919,-76.9961765738
THEFT/OTHER,1,38.9186485641,-77.0319518232
ROBBERY,5,38.9119256261,-76.9872689022
MOTOR VEHICLE THEFT,5,38.9155644836,-77.002767716
THEFT F/AUTO,5,38.9142137824,-76.9860296578
MOTOR VEHICLE THEFT,4,38.9686562222,-77.0090442717
THEFT/OTHER,6,38.9078254892,-77.0035141787
THEFT/OTHER,2,38.9168872505,-77.0414342962
THEFT F/AUTO,1,38.9340866405,-77.0249836182
BURGLARY,2,38.9076510065,-77.0453005136
THEFT F/AUTO,4,38.9560737984,-77.003295042
MOTOR VEHICLE THEFT,4,38.9517588105,-77.0128371958
THEFT F/AUTO,4,38.969279362,-77.025737247
THEFT/OTHER,1,38.9303077114,-77.0234122941
THEFT/OTHER,4,38.9844770368,-77.0266059526
BURGLARY,7,38.9046638779,-76.9268734979
THEFT/OTHER,2,38.9067079493,-77.0349991964
MOTOR VEHICLE THEFT,7,38.8838084536,-76.9298213905
THEFT F/AUTO,7,38.8628809311,-76.9609883726
THEFT F/AUTO,5,38.9540746962,-76.9915602681
THEFT/OTHER,1,38.9229910494,-77.0364899611
THEFT/OTHER,5,38.91265961,-76.9937231684
THEFT F/AUTO,2,38.9062518259,-77.0514045696
THEFT F/AUTO,2,38.9072426012,-77.0523355881
THEFT/OTHER,6,38.898528687,-76.9873501443
THEFT/OTHER,6,38.8845982893,-76.995303205
THEFT/OTHER,7,38.8594775631,-76.9676370731
THEFT/OTHER,8,38.8743343032,-77.0005367901
THEFT/OTHER,2,38.9052578743,-77.0523520019
THEFT/OTHER,2,38.8954649922,-77.0229625853
ROBBERY,8,38.8508479239,-76.9746959826
ROBBERY,2,38.9140912015,-77.0307856651
BURGLARY,4,38.9578148866,-77.0282306394
THEFT F/AUTO,2,38.9062338625,-77.0532961528
THEFT/OTHER,5,38.9043780873,-76.9926686569
THEFT F/AUTO,8,38.8450891148,-77.0015508452
THEFT/OTHER,2,38.9008448464,-77.0265055894
THEFT F/AUTO,6,38.895454726,-77.0005747591
ROBBERY,7,38.8902498227,-76.9353603382
THEFT/OTHER,2,38.8991297051,-77.0219165566
THEFT/OTHER,1,38.9295168861,-77.0327298633
MOTOR VEHICLE THEFT,2,38.9109761585,-77.0621643981
MOTOR VEHICLE THEFT,6,38.8779925352,-76.9883137691
ASSAULT W/DANGEROUS WEAPON,8,38.824608791,-77.0063944166
THEFT/OTHER,4,38.9483674199,-77.0230976396
THEFT/OTHER,1,38.9164572379,-77.0205438292
THEFT F/AUTO,5,38.9099627869,-76.986365316
THEFT F/AUTO,5,38.9098515103,-76.9986005147
THEFT F/AUTO,2,38.8961315333,-77.0224363358
THEFT F/AUTO,4,38.969279362,-77.025737247
THEFT F/AUTO,5,38.907507277,-77.0002356611
THEFT F/AUTO,5,38.9175548158,-77.0121519766
THEFT F/AUTO,6,38.8981286334,-76.990248788
THEFT/OTHER,5,38.9403711345,-76.9977534978
THEFT/OTHER,7,38.8886727293,-76.9814906681
THEFT/OTHER,1,38.9209673757,-77.0351642927
THEFT/OTHER,8,38.8358968719,-76.9878485608
THEFT/OTHER,1,38.9287433544,-77.033639334
ROBBERY,6,38.9005234588,-77.0171896993
ASSAULT W/DANGEROUS WEAPON,1,38.9191850833,-77.0198302513
ASSAULT W/DANGEROUS WEAPON,8,38.8245559129,-77.0056014199
THEFT/OTHER,6,38.8989068269,-76.9908847976
THEFT F/AUTO,6,38.9051654756,-77.0090657356
MOTOR VEHICLE THEFT,5,38.9229728092,-76.9924282654
THEFT F/AUTO,1,38.9232611572,-77.022392747
THEFT F/AUTO,7,38.8833272612,-76.9781312889
THEFT/OTHER,8,38.8440194323,-76.9995467213
MOTOR VEHICLE THEFT,7,38.9117478526,-76.9385917647
THEFT F/AUTO,4,38.948904752,-77.0174512379
THEFT/OTHER,5,38.9367075708,-76.9907956504
THEFT/OTHER,1,38.9218481636,-77.0364897223
THEFT F/AUTO,2,38.9025249221,-77.040567188
ASSAULT W/DANGEROUS WEAPON,5,38.9032035838,-76.9813676437
THEFT/OTHER,6,38.8792841371,-77.0066682759
MOTOR VEHICLE THEFT,6,38.9021834143,-77.0020375552
MOTOR VEHICLE THEFT,6,38.9025148158,-77.0028031789
MOTOR VEHICLE THEFT,2,38.9107578028,-77.0319530155
MOTOR VEHICLE THEFT,4,38.9426997713,-77.0154303848
THEFT/OTHER,2,38.9099274291,-77.0436069637
THEFT F/AUTO,1,38.9324814166,-77.0317995524
SEX ABUSE,5,38.9027921809,-76.9768791887
MOTOR VEHICLE THEFT,1,38.9296546396,-77.031355425
ROBBERY,4,38.9524884628,-77.023856012
ASSAULT W/DANGEROUS WEAPON,5,38.9289683737,-76.9800856058
THEFT/OTHER,2,38.901931564,-77.0394498536
THEFT F/AUTO,1,38.9194907264,-77.0219009044
THEFT/OTHER,5,38.9078962825,-77.0099718378
THEFT F/AUTO,5,38.9030470047,-76.9881707619
THEFT/OTHER,6,38.879813272,-76.9867739886
THEFT F/AUTO,1,38.915572171,-77.0307886105
THEFT F/AUTO,8,38.8755489769,-77.008216236
THEFT/OTHER,5,38.9323665691,-76.9955767005
ROBBERY,7,38.889093908,-76.9372513747
THEFT/OTHER,2,38.8920823415,-77.0328083628
THEFT/OTHER,7,38.8836336498,-76.9586466414
THEFT F/AUTO,5,38.9210705313,-76.9590577483
THEFT/OTHER,2,38.9135628642,-77.0183544131
THEFT F/AUTO,7,38.8897782316,-76.9413941594
MOTOR VEHICLE THEFT,8,38.8729264596,-76.9761065129
THEFT/OTHER,6,38.9005234588,-77.0171896993
THEFT/OTHER,2,38.9091101058,-77.0239685603
ASSAULT W/DANGEROUS WEAPON,8,38.8552029073,-76.9897309123
THEFT/OTHER,7,38.8913953319,-76.9426118508
ROBBERY,7,38.9065876989,-76.9448448066
ASSAULT W/DANGEROUS WEAPON,8,38.8646640502,-76.9775289645
THEFT F/AUTO,8,38.8530140859,-76.971718989
THEFT/OTHER,6,38.8819958778,-76.9949767181
THEFT F/AUTO,1,38.9193166641,-77.0229516998
THEFT F/AUTO,6,38.8927943897,-76.9937591515
THEFT/OTHER,6,38.9005234588,-77.0171896993
THEFT/OTHER,2,38.905199041,-77.0408563583
THEFT/OTHER,7,38.8875893496,-76.9814909016
THEFT/OTHER,1,38.9295168861,-77.0327298633
THEFT/OTHER,1,38.9295168861,-77.0327298633
THEFT/OTHER,8,38.8216256757,-77.0110811748
THEFT/OTHER,6,38.8995541749,-76.9871324268
THEFT/OTHER,3,38.9111953206,-77.081262545
MOTOR VEHICLE THEFT,6,38.9001177623,-77.003541582
MOTOR VEHICLE THEFT,3,38.930273269,-77.0898474932
ROBBERY,7,38.9032622303,-76.9337578133
THEFT/OTHER,2,38.9145037874,-77.0719602454
THEFT/OTHER,5,38.9012753565,-76.9826084878
THEFT/OTHER,3,38.9448686362,-77.0639158491
THEFT F/AUTO,2,38.8998119121,-77.0209122021
THEFT/OTHER,1,38.9238698908,-77.0408755892
MOTOR VEHICLE THEFT,8,38.861630441,-76.989459909
MOTOR VEHICLE THEFT,5,38.918105489,-77.0013015175
THEFT F/AUTO,8,38.855735899,-76.9685723198
THEFT F/AUTO,5,38.9012753565,-76.9826084878
ROBBERY,7,38.8640415251,-76.9535871417
ROBBERY,7,38.8960857493,-76.9575022206
MOTOR VEHICLE THEFT,7,38.8918921421,-76.9384824048
MOTOR VEHICLE THEFT,7,38.900844851,-76.9195720233
MOTOR VEHICLE THEFT,7,38.8924301482,-76.9136676725
THEFT F/AUTO,1,38.9155704849,-77.0213954626
THEFT/OTHER,2,38.9056538923,-77.0425676537
THEFT/OTHER,5,38.9205357239,-76.952663139
THEFT/OTHER,2,38.9103846743,-77.0332551474
THEFT/OTHER,6,38.8903673543,-76.9937631676
THEFT/OTHER,1,38.9237628124,-77.0275376912
THEFT/OTHER,2,38.9058508976,-77.0488063042
BURGLARY,5,38.8995348016,-76.9732778229
MOTOR VEHICLE THEFT,6,38.9072363017,-77.0047005211
MOTOR VEHICLE THEFT,6,38.9060439932,-77.0058844882
THEFT F/AUTO,4,38.9619795615,-77.0279498335
MOTOR VEHICLE THEFT,2,38.9083815792,-77.0332543288
MOTOR VEHICLE THEFT,7,38.8833180028,-76.9287691908
THEFT/OTHER,5,38.9255936547,-77.0015071603
THEFT F/AUTO,7,38.8974265712,-76.9780138777
MOTOR VEHICLE THEFT,7,38.867776133,-76.9704192228
ASSAULT W/DANGEROUS WEAPON,4,38.9749453559,-77.015568696
ASSAULT W/DANGEROUS WEAPON,5,38.9083741066,-76.9844507926
BURGLARY,5,38.919941033,-77.0000472788
ROBBERY,8,38.8413681846,-76.9763048298
THEFT/OTHER,1,38.9209673757,-77.0351642927
THEFT/OTHER,2,38.9111266917,-77.0332539945
THEFT F/AUTO,2,38.9056502924,-77.0355514982
THEFT F/AUTO,7,38.8903312136,-76.9445619756
THEFT/OTHER,2,38.9052651697,-77.0494606379
ASSAULT W/DANGEROUS WEAPON,8,38.8550272402,-76.9664342102
ROBBERY,8,38.8340685619,-76.9917841499
BURGLARY,5,38.9155647023,-77.0063850147
ASSAULT W/DANGEROUS WEAPON,5,38.9120477704,-76.9863912061
MOTOR VEHICLE THEFT,6,38.8853581114,-76.9961746647
ASSAULT W/DANGEROUS WEAPON,5,38.9209329952,-76.9971570051
ROBBERY,7,38.898769592,-76.9464262963
ARSON,7,38.8983466776,-76.9244690225
THEFT F/AUTO,8,38.859911928,-76.99266925
THEFT/OTHER,1,38.916996806,-77.0265135526
THEFT/OTHER,6,38.8989074352,-76.9932018135
THEFT/OTHER,2,38.9025243497,-77.0457731586
THEFT/OTHER,7,38.8694739198,-76.9683740631
ROBBERY,7,38.8720716515,-76.9671970341
THEFT F/AUTO,8,38.8505344785,-76.9730559874
THEFT/OTHER,6,38.8860892549,-76.9877922951
HOMICIDE,8,38.8512617456,-76.9656042352
MOTOR VEHICLE THEFT,7,38.8945868657,-76.9292327496
THEFT F/AUTO,7,38.8644681514,-76.9544502415
THEFT F/AUTO,1,38.9162858624,-77.0257344964
THEFT F/AUTO,2,38.9155939189,-77.0203171173
THEFT/OTHER,7,38.8979140626,-76.9708314119
THEFT F/AUTO,6,38.8832309303,-76.9949741689
BURGLARY,5,38.9090378691,-76.9839892311
THEFT/OTHER,5,38.9172864211,-76.9751125549
THEFT/OTHER,2,38.8997743736,-77.0549549553
THEFT F/AUTO,1,38.9155718499,-77.0265929307
ASSAULT W/DANGEROUS WEAPON,7,38.8990579582,-76.9443683346
THEFT/OTHER,8,38.8666262753,-76.9807780002
ASSAULT W/DANGEROUS WEAPON,5,38.915145306,-76.9865571175
ROBBERY,4,38.9518734433,-77.0315624741
ROBBERY,1,38.9314458935,-77.0400637222
THEFT F/AUTO,5,38.9032551968,-76.9730337496
MOTOR VEHICLE THEFT,5,38.904756695,-76.9741682083
THEFT F/AUTO,7,38.9006862844,-76.9258708004
THEFT F/AUTO,6,38.9056421844,-76.9989734485
BURGLARY,2,38.905185411,-77.0619979449
ROBBERY,8,38.8541724053,-76.9884242906
THEFT/OTHER,6,38.8947812946,-76.9850370392
THEFT F/AUTO,6,38.8911877865,-76.9915303607
THEFT/OTHER,7,38.8985259362,-76.9311626569
THEFT F/AUTO,5,38.9554601851,-76.9950001398
THEFT F/AUTO,2,38.9155740736,-77.0437472858
THEFT F/AUTO,5,38.9554601851,-76.9950001398
THEFT F/AUTO,5,38.9554601851,-76.9950001398
THEFT F/AUTO,5,38.9534196399,-77.0014873284
THEFT F/AUTO,4,38.942349401,-77.018769588
THEFT/OTHER,4,38.9748378665,-77.014324859
THEFT F/AUTO,4,38.9632650196,-77.0052308301
THEFT/OTHER,1,38.9162861088,-77.0270372492
MOTOR VEHICLE THEFT,7,38.9024672607,-76.9494762907
ROBBERY,1,38.9224915044,-77.042949606
ROBBERY,5,38.9196974243,-76.9705258
ROBBERY,1,38.9170103743,-77.0218947232
ROBBERY,8,38.8517469483,-76.9692371871
MOTOR VEHICLE THEFT,5,38.9156456532,-77.0124084404
ASSAULT W/DANGEROUS WEAPON,8,38.8292031593,-76.9923943297
ROBBERY,8,38.8362051517,-76.9887037516
MOTOR VEHICLE THEFT,5,38.9210705313,-76.9590577483
THEFT/OTHER,6,38.8788462051,-77.0162323577
THEFT F/AUTO,7,38.8914680209,-76.9807615165
THEFT/OTHER,6,38.9037338029,-77.0175499408
MOTOR VEHICLE THEFT,6,38.8853541327,-76.9874313167
ASSAULT W/DANGEROUS WEAPON,3,38.9492466458,-77.0802982386
THEFT F/AUTO,6,38.9004787363,-76.9883088353
MOTOR VEHICLE THEFT,8,38.8319656085,-76.9904302523
ROBBERY,1,38.9279693628,-77.0399279894
THEFT F/AUTO,4,38.9749453559,-77.015568696
THEFT F/AUTO,6,38.8973344127,-77.000040693
THEFT/OTHER,8,38.8465377272,-76.9815533837
THEFT/OTHER,2,38.9148335127,-77.0401963318
THEFT F/AUTO,4,38.9674115547,-77.0274888998
ASSAULT W/DANGEROUS WEAPON,8,38.8610212842,-76.9709569671
THEFT/OTHER,8,38.8667038197,-76.9847448306
THEFT F/AUTO,7,38.8853511301,-76.9829357155
ROBBERY,5,38.9191696046,-76.9851284391
ROBBERY,7,38.9066615961,-76.9528191142
ROBBERY,7,38.8628958529,-76.9492767506
THEFT/OTHER,2,38.9144622117,-77.0319532915
ASSAULT W/DANGEROUS WEAPON,8,38.8491423788,-76.974171629
ASSAULT W/DANGEROUS WEAPON,7,38.8977542429,-76.9191488183
ASSAULT W/DANGEROUS WEAPON,6,38.90251126,-76.9957812246
THEFT/OTHER,7,38.8867796116,-76.9500445693
BURGLARY,2,38.9052612799,-77.0507584598
THEFT F/AUTO,5,38.910117116,-76.9941033
THEFT/OTHER,3,38.9448686362,-77.0639158491
MOTOR VEHICLE THEFT,7,38.9010732349,-76.9365890233
MOTOR VEHICLE THEFT,3,38.9455312318,-77.0735092987
THEFT/OTHER,8,38.8245559129,-77.0056014199
BURGLARY,5,38.91265961,-76.9937231684
THEFT/OTHER,1,38.9297403005,-77.0270628795
THEFT F/AUTO,3,38.9502044849,-77.0670192877
ASSAULT W/DANGEROUS WEAPON,1,38.9295168861,-77.0327298633
THEFT F/AUTO,5,38.9462708845,-76.9960016195
THEFT F/AUTO,3,38.933500358,-77.0591034083
HOMICIDE,8,38.8582298795,-76.9870451703
THEFT F/AUTO,7,38.8585961162,-76.9553122144
THEFT/OTHER,2,38.9031438349,-77.0396671484
THEFT/OTHER,1,38.9252595706,-77.0270401902
THEFT/OTHER,1,38.9264150674,-77.0339452299
THEFT/OTHER,8,38.8251994209,-77.0101641251
MOTOR VEHICLE THEFT,4,38.9514560276,-77.0229423206
MOTOR VEHICLE THEFT,4,38.9596825918,-77.028136192
MOTOR VEHICLE THEFT,2,38.9170040097,-77.0398481676
THEFT/OTHER,1,38.9358840261,-77.0364500776
THEFT/OTHER,6,38.8926751642,-76.9972959942
THEFT/OTHER,1,38.9306002081,-77.0318135912
THEFT F/AUTO,3,38.9150662016,-77.0911565491
THEFT/OTHER,6,38.9002005173,-76.9908830183
THEFT F/AUTO,3,38.955955576,-77.0847389839
MOTOR VEHICLE THEFT,4,38.9692202467,-77.0638782617
MOTOR VEHICLE THEFT,5,38.9034786319,-76.9751927705
THEFT/OTHER,5,38.9210808046,-76.9865633789
THEFT/OTHER,8,38.8401059262,-76.9995086007
ROBBERY,1,38.9192954347,-77.0448832121
THEFT/OTHER,1,38.9287649533,-77.0381100513
ASSAULT W/DANGEROUS WEAPON,7,38.8932521006,-76.9486863277
THEFT/OTHER,1,38.922048757,-77.0376940864
THEFT/OTHER,4,38.9483230806,-77.0245157467
ROBBERY,6,38.9007498932,-77.0161782596
ASSAULT W/DANGEROUS WEAPON,7,38.8645299147,-76.9487186974
THEFT/OTHER,5,38.9084803579,-76.9995602624
BURGLARY,2,38.9116388366,-77.0655801844
BURGLARY,1,38.9262520173,-77.0270380294
ROBBERY,8,38.8414296114,-76.9938163973
THEFT/OTHER,1,38.9218481636,-77.0364897223
MOTOR VEHICLE THEFT,6,38.8795096865,-77.0244212261
THEFT F/AUTO,4,38.971713317,-77.0533770892
MOTOR VEHICLE THEFT,6,38.8961181807,-76.9869089507
THEFT F/AUTO,5,38.9372355109,-76.9746877067
THEFT/OTHER,6,38.9025201936,-77.0156767058
THEFT F/AUTO,5,38.9323640917,-76.996990814
THEFT F/AUTO,8,38.8711355917,-76.973186877
THEFT/OTHER,1,38.9161409594,-77.0229427215
MOTOR VEHICLE THEFT,5,38.9133425582,-77.0086833909
THEFT F/AUTO,2,38.9155740686,-77.0425408275
THEFT F/AUTO,1,38.9277956908,-77.0429532621
ROBBERY,3,38.9635453402,-77.0747845341
MOTOR VEHICLE THEFT,6,38.9025200206,-77.0169168373
ROBBERY,6,38.9079002528,-77.0074697128
THEFT/OTHER,1,38.9259430478,-77.037431938
THEFT/OTHER,4,38.9505471286,-77.0175317024
ASSAULT W/DANGEROUS WEAPON,5,38.8999764193,-76.9824602061
THEFT/OTHER,2,38.905643753,-77.0175528319
THEFT/OTHER,1,38.928987155,-77.043373892
THEFT/OTHER,3,38.9196665779,-77.0710366027
ROBBERY,7,38.8974849471,-76.9152888564
BURGLARY,5,38.904705027,-76.9803957066
BURGLARY,2,38.8997743736,-77.0549549553
MOTOR VEHICLE THEFT,5,38.9357929388,-76.9931319762
THEFT/OTHER,7,38.8898000618,-76.979878226
MOTOR VEHICLE THEFT,5,38.9166376582,-77.0050904233
THEFT F/AUTO,2,38.9036885634,-77.0262863309
MOTOR VEHICLE THEFT,7,38.8958051161,-76.927694116
THEFT/OTHER,8,38.8743343032,-77.0005367901
THEFT/OTHER,6,38.8802905141,-76.9815370583
THEFT/OTHER,1,38.9260066907,-77.0243048735
HOMICIDE,8,38.8438842047,-76.9789192984
THEFT F/AUTO,1,38.9175549331,-77.027033579
ASSAULT W/DANGEROUS WEAPON,8,38.874635405,-77.0086524059
THEFT/OTHER,5,38.8986142204,-76.974824299
BURGLARY,5,38.9080177601,-76.9885544459
ROBBERY,2,38.9085742178,-77.0275618041
THEFT F/AUTO,2,38.9056991277,-77.032093941
THEFT/OTHER,6,38.8808850123,-76.986881665
THEFT F/AUTO,5,38.9040405164,-76.9762206023
THEFT F/AUTO,6,38.8819604827,-77.0046911438
THEFT F/AUTO,1,38.9354276771,-77.0297270673
THEFT F/AUTO,3,38.9275301348,-77.076442638
THEFT F/AUTO,3,38.9224122847,-77.0869422946
THEFT/OTHER,4,38.940277387,-77.0251020575
THEFT F/AUTO,5,38.9205516124,-76.9495154856
MOTOR VEHICLE THEFT,1,38.9240076386,-77.0364890975
THEFT/OTHER,5,38.9215847053,-76.9937555941
MOTOR VEHICLE THEFT,7,38.9017577568,-76.9486368283
ROBBERY,7,38.8775843035,-76.9312615719
THEFT F/AUTO,7,38.8642550029,-76.9604843053
THEFT F/AUTO,1,38.9231377699,-77.0396102317
THEFT F/AUTO,1,38.928647251,-77.0354170737
THEFT/OTHER,8,38.847485331,-76.9810280704
THEFT/OTHER,5,38.9537130639,-76.9880055675
BURGLARY,4,38.9500401825,-77.016644668
THEFT/OTHER,8,38.8775279494,-77.0016582693
THEFT F/AUTO,7,38.8636714979,-76.9522175573
THEFT F/AUTO,2,38.9155721785,-77.0355241581
THEFT/OTHER,2,38.9045261865,-77.0326140595
THEFT F/AUTO,8,38.8643949084,-76.9758712003
THEFT/OTHER,6,38.8828405947,-76.9849841059
THEFT F/AUTO,2,38.9031438349,-77.0396671484
THEFT F/AUTO,8,38.87315333,-76.9843086568
THEFT F/AUTO,2,38.9056538923,-77.0425676537
THEFT/OTHER,3,38.9383795808,-77.0759956628
THEFT/OTHER,6,38.8935805056,-76.9973103688
THEFT F/AUTO,4,38.969279362,-77.025737247
THEFT/OTHER,6,38.8779716735,-77.0152086705
THEFT F/AUTO,6,38.9060439932,-77.0058844882
THEFT F/AUTO,7,38.8879423177,-76.9156981908
MOTOR VEHICLE THEFT,5,38.9148263663,-77.0012998433
THEFT/OTHER,3,38.9599119666,-77.085288276
THEFT F/AUTO,2,38.908232258,-77.0487977877
THEFT F/AUTO,3,38.9340643836,-77.0686360203
THEFT F/AUTO,5,38.9012753565,-76.9826084878
ROBBERY,2,38.8983139331,-77.0288490823
THEFT F/AUTO,4,38.9402734229,-77.0271202835
THEFT F/AUTO,5,38.9046178161,-76.9838640967
MOTOR VEHICLE THEFT,8,38.8286524008,-77.0107918147
THEFT F/AUTO,5,38.9291504511,-76.960096837
THEFT/OTHER,2,38.9056013366,-77.0628222912
THEFT/OTHER,2,38.9007739009,-77.0394472536
THEFT/OTHER,7,38.8603242063,-76.9528898931
THEFT/OTHER,5,38.919982282,-76.9840375123
ASSAULT W/DANGEROUS WEAPON,5,38.9094049494,-76.9975459006
MOTOR VEHICLE THEFT,8,38.8362051517,-76.9887037516
